seq139|EC=1.1.1.166	iAF987.Gmet_1531	34.8	253	158	2	1	253	1	246	8.22e-44	148
seq139|EC=1.1.1.166	iSynCJ816.SGL_RS07245	36.9	255	150	3	1	253	1	246	2.18e-43	147
seq139|EC=1.1.1.166	iYO844.BSU32000	37.1	259	153	5	2	253	4	259	4.47e-43	146
seq144|EC=1.1.1.170	iMM1415.18194	64.7	334	118	0	9	342	26	359	1.11e-161	456
seq144|EC=1.1.1.170	iCHOv1.100764429	64.0	336	121	0	9	344	22	357	2.25e-160	452
seq161|EC=1.1.1.178	iCHOv1.100757689	73.4	259	69	0	2	260	3	261	6.83e-131	370
seq161|EC=1.1.1.178	iMM1415.15108	73.7	259	68	0	2	260	3	261	5.59e-130	368
seq161|EC=1.1.1.178	iAT_PLT_636.3028	70.3	259	68	1	2	260	3	252	3.87e-121	345
seq170|EC=1.1.1.181	iCHOv1.100754260	94.9	369	18	1	1	369	1	368	1.78e-261	709
seq170|EC=1.1.1.181	iMM1415.101502	93.0	369	25	1	1	369	1	368	2.83e-258	701
seq175|EC=1.1.1.187	iJN1463.PP_1800	59.4	298	115	2	10	307	6	297	8.31e-121	348
seq185|EC=1.1.1.189	iCHOv1.100689020	88.8	277	31	0	139	415	1	277	9.81e-179	498
seq185|EC=1.1.1.189	iMM1415.12408	86.6	277	37	0	139	415	1	277	4.58e-170	476
seq185|EC=1.1.1.189	iCHOv1.100689019	84.8	277	42	0	139	415	1	277	2.64e-169	474
seq185|EC=1.1.1.189	iCHOv1.100752270	82.7	277	48	0	139	415	1	277	7.85e-164	461
seq190|EC=1.1.1.190	iHN637.CLJU_RS08755	37.5	259	137	7	10	263	14	252	7.74e-48	160
seq190|EC=1.1.1.190	iYO844.BSU33400	36.6	265	145	7	10	269	15	261	5.44e-47	158
seq190|EC=1.1.1.190	iYO844.BSU29050	36.1	269	145	8	10	269	15	265	6.05e-47	158
seq190|EC=1.1.1.190	iAT_PLT_636.10327	34.8	287	150	8	12	269	14	292	4.09e-45	154
seq190|EC=1.1.1.190	iMM1415.58810	34.1	287	152	7	12	269	14	292	4.42e-44	152
seq190|EC=1.1.1.190	iMM904.YDR368W	33.6	292	148	9	12	273	20	295	3.23e-44	152
seq190|EC=1.1.1.190	iCHOv1.100689106	33.4	287	154	7	12	269	13	291	3.57e-42	147
seq190|EC=1.1.1.190	iCHOv1.100751272	35.9	287	144	11	7	263	10	286	1.15e-41	145
seq230|EC=1.1.1.20	iAT_PLT_636.10327	95.0	323	15	1	2	323	3	325	1.15e-234	638
seq230|EC=1.1.1.20	iCHOv1.100689106	92.9	324	22	1	1	323	1	324	1.45e-230	627
seq230|EC=1.1.1.20	iMM1415.58810	91.3	322	28	0	2	323	4	325	1.44e-228	622
seq235|EC=1.1.1.211	iMM1415.97212	54.4	759	332	6	7	760	13	762	2.14e-293	823
seq235|EC=1.1.1.211	iAT_PLT_636.3030	55.5	757	327	6	7	760	13	762	3.49e-292	820
seq235|EC=1.1.1.211	iCHOv1.100757947	54.5	759	331	6	7	760	13	762	1.14e-290	816
seq244|EC=1.1.1.212	iCN718.ABAYE_RS07935	48.6	469	213	7	7	454	2	463	4.68e-134	394
seq247|EC=1.1.1.216	iMM1415.83702	71.0	324	93	1	1	324	1	323	6.78e-174	484
seq247|EC=1.1.1.216	iCHOv1.100770100	69.2	318	98	0	7	324	6	323	1.94e-166	465
seq247|EC=1.1.1.216	iMM1415.77337	66.1	316	107	0	9	324	8	323	8.65e-156	438
seq252|EC=1.1.1.220	iJN1463.PP_1225	28.3	127	64	4	3	129	5	104	3.40e-07	49.3
seq252|EC=1.1.1.220	iAF987.Gmet_1658	28.5	130	75	6	5	127	8	126	1.55e-05	44.7
seq257|EC=1.1.1.223	iEK1008.Rv1928c	34.5	255	154	6	7	257	9	254	2.86e-34	124
seq257|EC=1.1.1.223	iLJ478.TM1724	33.3	258	149	8	6	255	2	244	3.72e-32	118
seq262|EC=1.1.1.224	iCHOv1.100751272	47.5	297	148	4	3	295	5	297	1.24e-80	246
seq262|EC=1.1.1.224	iAT_PLT_636.231	46.5	301	145	6	3	295	5	297	1.75e-80	246
seq262|EC=1.1.1.224	iMM1415.11677	46.0	298	151	5	3	295	5	297	5.80e-76	234
seq267|EC=1.1.1.225	iMM1415.83702	76.5	323	76	0	1	323	1	323	6.42e-188	520
seq267|EC=1.1.1.225	iCHOv1.100770100	77.4	323	73	0	1	323	1	323	2.14e-186	516
seq267|EC=1.1.1.225	iMM1415.77337	71.5	323	92	0	1	323	1	323	5.08e-171	477
seq272|EC=1.1.1.226	iLJ478.TM1724	39.9	248	137	4	7	248	2	243	4.92e-46	154
seq272|EC=1.1.1.226	iYO844.BSU15910	40.8	245	134	5	10	248	4	243	4.13e-41	141
seq272|EC=1.1.1.226	iYL1228.KPN_02061	38.9	257	133	5	10	248	2	252	4.18e-40	139
seq277|EC=1.1.1.232	iCN900.CD630_26790	33.2	247	146	5	3	237	2	241	1.47e-30	114
seq277|EC=1.1.1.232	iLJ478.TM1724	34.1	208	116	5	1	197	1	198	4.57e-29	110
seq277|EC=1.1.1.232	iAF987.Gmet_1601	37.8	196	107	4	1	188	1	189	2.45e-28	108
seq277|EC=1.1.1.232	iCN900.CD630_11820	31.7	246	140	7	1	235	2	230	3.83e-27	105
seq282|EC=1.1.1.233	iAF987.Gmet_1601	38.2	251	141	5	13	258	3	244	2.31e-36	129
seq287|EC=1.1.1.234	iMM904.YOL151W	28.0	350	217	12	1	325	1	340	4.79e-23	97.4
seq298|EC=1.1.1.235	iMM904.YGL224C	27.2	191	128	5	18	197	60	250	5.38e-15	72.0
seq308|EC=1.1.1.245	iHN637.CLJU_RS20765	38.2	262	136	7	10	267	7	246	1.45e-45	153
seq308|EC=1.1.1.245	iYO844.BSU15910	36.4	264	144	6	7	267	2	244	5.42e-45	151
seq308|EC=1.1.1.245	iCN900.CD630_11820	34.5	261	153	5	7	267	4	246	7.18e-43	146
seq308|EC=1.1.1.245	iHN637.CLJU_RS17225	36.2	265	149	5	4	267	3	248	1.04e-42	145
seq308|EC=1.1.1.245	iAF987.Gmet_1601	36.5	263	148	5	5	267	1	244	9.33e-43	145
seq308|EC=1.1.1.245	iSynCJ816.SGL_RS07245	37.0	262	143	5	7	267	4	244	2.68e-42	144
seq308|EC=1.1.1.245	iYS854.USA300HOU_RS06185	36.0	258	147	4	10	267	3	242	3.49e-42	144
seq308|EC=1.1.1.245	iYL1228.KPN_02061	37.9	272	140	6	10	270	3	256	3.74e-41	142
seq308|EC=1.1.1.245	iLJ478.TM1724	37.2	261	145	5	7	267	3	244	4.05e-41	141
seq313|EC=1.1.1.255	iJN1463.PP_2426	47.2	343	176	4	11	350	5	345	3.61e-103	307
seq313|EC=1.1.1.255	iYO844.BSU27010	47.1	325	169	3	27	350	24	346	1.19e-98	295
seq313|EC=1.1.1.255	iEK1008.Rv3045	45.0	340	184	3	12	350	6	343	5.61e-96	288
seq313|EC=1.1.1.255	iML1515.b0325	48.3	344	164	9	12	349	8	343	1.13e-93	283
seq318|EC=1.1.1.256	iLJ478.TM1724	28.3	254	156	6	31	279	5	237	5.50e-23	95.9
seq318|EC=1.1.1.256	iAF987.Gmet_1601	32.5	200	115	4	31	229	5	185	2.61e-21	91.3
seq318|EC=1.1.1.256	iCN900.CD630_25770	26.6	259	153	6	32	279	4	236	4.54e-20	87.8
seq318|EC=1.1.1.256	iLB1027_lipid.PHATRDRAFT_13073	26.6	248	157	6	32	273	7	235	9.89e-20	87.0
seq318|EC=1.1.1.256	iEK1008.Rv1350	28.4	250	154	5	32	277	8	236	1.22e-19	86.7
seq323|EC=1.1.1.257	iAF987.Gmet_2131	40.9	486	274	5	5	488	6	480	9.42e-111	336
seq323|EC=1.1.1.257	iYO844.BSU38830	39.1	483	289	4	10	488	4	485	6.83e-106	323
seq328|EC=1.1.1.258	iJN1463.PP_3839	27.0	326	217	8	27	350	26	332	7.10e-34	127
seq328|EC=1.1.1.258	iMM904.YOL086C	26.5	343	230	10	13	350	19	344	1.73e-33	126
seq328|EC=1.1.1.258	iSbBS512_1146.SbBS512_E4898	28.3	307	201	6	14	320	18	305	2.87e-33	125
seq328|EC=1.1.1.258	iML1515.b4358	28.3	307	201	6	14	320	18	305	3.98e-33	125
seq328|EC=1.1.1.258	iSSON_1240.SSON_4504	28.3	307	201	6	14	320	23	310	4.38e-33	125
seq328|EC=1.1.1.258	iMM904.YMR083W	27.3	344	226	11	13	350	46	371	1.99e-32	124
seq328|EC=1.1.1.258	iNF517.LLMG_RS09975	27.6	330	212	8	27	350	28	336	1.48e-32	124
seq328|EC=1.1.1.258	iMM904.YBR145W	27.1	343	228	10	13	350	22	347	2.52e-32	123
seq328|EC=1.1.1.258	iMM904.YMR303C	26.5	343	230	10	13	350	19	344	4.60e-32	122
seq328|EC=1.1.1.258	iML1515.b1478	27.0	330	212	9	27	350	26	332	1.37e-31	121
seq328|EC=1.1.1.258	STM_v1_0.STM1567	27.0	330	212	9	27	350	26	332	1.37e-31	121
seq328|EC=1.1.1.258	iSDY_1059.SDY_1608	26.9	331	213	10	26	350	35	342	7.14e-31	120
seq328|EC=1.1.1.258	iYL1228.KPN_01853	26.9	331	211	10	27	350	26	332	5.07e-31	119
seq328|EC=1.1.1.258	iYO844.BSU27010	28.4	338	202	11	27	350	33	344	1.23e-30	119
seq328|EC=1.1.1.258	iPC815.YPO0060	24.9	354	244	8	8	353	2	341	7.56e-30	116
seq328|EC=1.1.1.258	iLB1027_lipid.PHATRDRAFT_52208	26.2	347	231	9	13	349	13	344	1.28e-29	116
seq328|EC=1.1.1.258	iSF_1195.SF1747	26.4	330	214	9	27	350	26	332	1.84e-29	115
seq333|EC=1.1.1.275	iLJ478.TM1724	36.2	276	144	9	4	278	2	246	2.06e-40	140
seq333|EC=1.1.1.275	iML1515.b2842	31.3	272	156	5	5	275	8	249	3.69e-35	126
seq338|EC=1.1.1.281	iJN1463.PP_1800	34.1	305	179	10	2	296	5	297	8.66e-38	135
seq338|EC=1.1.1.281	iEK1008.Rv0112	28.9	311	206	6	4	300	2	311	1.61e-33	124
seq348|EC=1.1.1.285	iSynCJ816.SGL_RS11340	39.8	309	174	5	11	311	21	325	9.63e-64	204
seq348|EC=1.1.1.285	iMM1415.58810	36.4	297	176	4	7	297	10	299	4.97e-60	194
seq348|EC=1.1.1.285	iAT_PLT_636.10327	36.4	297	176	4	7	297	10	299	1.55e-58	190
seq348|EC=1.1.1.285	iCHOv1.100689106	36.5	282	171	3	7	282	9	288	6.57e-57	186
seq353|EC=1.1.1.288	iCN718.ABAYE_RS09790	34.5	258	162	4	20	275	7	259	7.11e-40	139
seq353|EC=1.1.1.288	iHN637.CLJU_RS20765	32.7	254	155	5	21	273	7	245	2.34e-37	132
seq353|EC=1.1.1.288	iAF987.Gmet_1531	35.9	259	144	8	18	273	4	243	9.35e-37	130
seq353|EC=1.1.1.288	iCN900.CD630_26790	32.2	264	158	5	21	275	5	256	4.55e-36	129
seq353|EC=1.1.1.288	iNF517.LLMG_RS08260	33.7	258	159	6	19	273	1	249	6.06e-35	126
seq358|EC=1.1.1.294	iMM1415.11987	35.3	606	307	10	1101	1638	13	601	1.85e-87	299
seq358|EC=1.1.1.294	iAT_PLT_636.6541	33.9	604	325	8	1101	1638	13	608	1.37e-86	297
seq358|EC=1.1.1.294	iCHOv1.100689176	35.1	609	310	10	1101	1638	13	607	5.09e-85	292
seq358|EC=1.1.1.294	iCHOv1.100771829	34.3	574	319	9	1117	1638	25	592	3.28e-80	278
seq364|EC=1.1.1.301	iCN900.CD630_23230	58.0	343	144	0	5	347	1	343	4.71e-146	416
seq370|EC=1.1.1.302	iSSON_1240.SSON_0391	83.0	359	61	0	130	488	6	364	9.94e-217	623
seq370|EC=1.1.1.302	iSF_1195.SF0351	82.7	359	62	0	130	488	6	364	1.99e-216	622
seq370|EC=1.1.1.302	iSbBS512_1146.SbBS512_E0335	82.5	359	63	0	130	488	6	364	3.17e-215	619
seq370|EC=1.1.1.302	iSDY_1059.SDY_0320	82.5	359	63	0	130	488	6	364	6.34e-215	618
seq370|EC=1.1.1.302	iML1515.b0414	82.5	359	63	0	130	488	6	364	7.16e-214	615
seq370|EC=1.1.1.302	iYL1228.KPN_00366	81.7	360	66	0	130	489	6	365	9.12e-212	610
seq370|EC=1.1.1.302	STM_v1_0.STM0416	80.8	359	69	0	130	488	6	364	1.16e-209	605
seq377|EC=1.1.1.303	iMM904.YAL060W	51.6	382	184	1	1	382	1	381	3.03e-146	420
seq382|EC=1.1.1.306	iEK1008.Rv2259	79.9	358	72	0	2	359	3	360	8.72e-214	588
seq389|EC=1.1.1.308	iAF692.Mbar_A3507	39.4	419	238	5	15	427	25	433	7.00e-89	276
seq389|EC=1.1.1.308	iCN900.CD630_15820	38.0	405	246	4	21	422	19	421	1.49e-84	265
seq395|EC=1.1.1.310	iLJ478.TM1401	39.1	266	156	2	44	307	45	306	1.73e-57	187
seq395|EC=1.1.1.310	iEK1008.Rv2996c	39.1	304	177	4	4	305	6	303	1.80e-51	177
seq395|EC=1.1.1.310	iYO844.BSU23070	40.2	256	137	3	46	294	43	289	1.76e-50	174
seq395|EC=1.1.1.310	iSynCJ816.SGL_RS08600	33.8	308	194	4	1	305	1	301	4.98e-49	170
seq395|EC=1.1.1.310	iLJ478.TM0327	40.1	237	139	2	66	301	63	297	7.63e-51	170
seq395|EC=1.1.1.310	iAF692.Mbar_A1431	34.0	294	184	4	4	294	3	289	1.28e-48	169
seq400|EC=1.1.1.312	iYL1228.KPN_00507	29.1	227	151	4	2	223	5	226	3.01e-16	77.8
seq400|EC=1.1.1.312	iAF692.Mbar_A1138	27.0	196	126	4	1	192	2	184	6.16e-16	76.6
seq400|EC=1.1.1.312	iAF987.Gmet_2352	34.9	126	79	2	1	126	5	127	2.39e-14	72.0
seq400|EC=1.1.1.312	STM_v1_0.STM4425	27.7	184	124	4	1	181	3	180	3.94e-14	71.6
seq405|EC=1.1.1.315	iMM1415.107605	84.2	317	50	0	1	317	1	317	1.15e-194	536
seq405|EC=1.1.1.315	iCHOv1.100751871	80.4	317	62	0	1	317	1	317	1.84e-184	510
seq408|EC=1.1.1.316	iML1515.b1771	31.2	308	170	10	9	283	6	304	2.47e-24	100
seq408|EC=1.1.1.316	iYO844.BSU39780	32.1	215	131	6	9	217	6	211	1.34e-23	98.2
seq408|EC=1.1.1.316	iSbBS512_1146.SbBS512_E3430	28.2	330	194	12	3	301	12	329	1.26e-20	90.5
seq413|EC=1.1.1.324	iJN1463.PP_2426	49.4	346	168	6	13	354	4	346	2.12e-116	341
seq413|EC=1.1.1.324	iEK1008.Rv3045	48.5	340	172	3	16	354	7	344	2.12e-115	338
seq413|EC=1.1.1.324	iYO844.BSU27010	50.9	324	156	3	32	354	26	347	3.54e-112	330
seq413|EC=1.1.1.324	iML1515.b0325	49.7	346	165	7	11	352	3	343	1.39e-106	316
seq418|EC=1.1.1.327	iYO844.BSU16990	30.9	350	205	12	19	357	22	345	5.00e-30	117
seq418|EC=1.1.1.327	iAT_PLT_636.6652	30.6	350	209	14	14	354	21	345	1.57e-29	116
seq418|EC=1.1.1.327	iEK1008.Rv2259	27.8	360	226	8	15	357	17	359	1.16e-28	114
seq418|EC=1.1.1.327	iPC815.YPO1502	28.7	373	237	12	5	357	5	368	2.03e-28	113
seq418|EC=1.1.1.327	iEK1008.Rv3086	28.2	376	232	12	6	357	5	366	3.38e-28	112
seq418|EC=1.1.1.327	iML1515.b0356	28.2	379	233	13	4	357	3	367	1.71e-27	110
seq418|EC=1.1.1.327	iEK1008.Rv0162c	28.1	360	223	8	19	360	39	380	2.07e-27	110
seq418|EC=1.1.1.327	iML1515.b3616	26.7	352	215	13	19	357	17	338	2.12e-27	110
seq418|EC=1.1.1.327	iSbBS512_1146.SbBS512_E0271	28.2	379	233	13	4	357	3	367	3.24e-27	110
seq418|EC=1.1.1.327	iSSON_1240.SSON_0335	28.2	379	233	13	4	357	3	367	3.24e-27	110
seq418|EC=1.1.1.327	iSSON_1240.SSON_3788	26.4	352	216	13	19	357	17	338	4.03e-27	109
seq418|EC=1.1.1.327	iAT_PLT_636.131	26.6	379	235	12	5	357	23	384	1.06e-26	108
seq418|EC=1.1.1.327	iSbBS512_1146.SbBS512_E4044	26.4	352	216	13	19	357	17	338	5.56e-27	108
seq418|EC=1.1.1.327	iSF_1195.SF3656	26.4	352	216	13	19	357	17	338	5.56e-27	108
seq418|EC=1.1.1.327	iYL1228.KPN_03961	26.5	355	216	14	18	357	14	338	1.06e-26	108
seq418|EC=1.1.1.327	iPC815.YPO0060	27.8	353	214	14	18	357	14	338	1.06e-26	108
seq418|EC=1.1.1.327	iJN1463.PP_1616	28.4	377	235	11	4	357	5	369	2.26e-26	107
seq418|EC=1.1.1.327	iCHOv1.100751427	29.1	354	215	13	14	357	21	348	3.51e-26	107
seq418|EC=1.1.1.327	STM_v1_0.STM3708	26.5	355	216	14	18	357	14	338	7.23e-26	105
seq423|EC=1.1.1.328	iYO844.BSU32500	26.1	203	130	8	7	199	4	196	6.28e-07	47.8
seq428|EC=1.1.1.329	iML1515.b2091	35.2	327	203	4	1	321	1	324	2.98e-49	168
seq428|EC=1.1.1.329	iSF_1195.SF2151	34.3	347	218	5	1	341	1	343	4.18e-49	168
seq428|EC=1.1.1.329	iSSON_1240.SSON_2138	35.2	327	203	4	1	321	1	324	4.18e-49	168
seq428|EC=1.1.1.329	iYL1228.KPN_03551	35.2	324	207	3	1	321	1	324	8.43e-49	167
seq428|EC=1.1.1.329	iSbBS512_1146.SbBS512_E1147	35.2	327	203	4	1	321	1	324	8.23e-49	167
seq428|EC=1.1.1.329	iYS854.USA300HOU_RS01300	32.1	346	233	2	1	344	1	346	8.43e-49	167
seq428|EC=1.1.1.329	STM_v1_0.STM3261	34.9	324	208	3	1	321	1	324	1.18e-48	167
seq428|EC=1.1.1.329	iCN900.CD630_04900	30.9	333	226	4	16	344	16	348	3.51e-48	166
seq428|EC=1.1.1.329	iSDY_1059.SDY_2263	34.6	327	205	4	1	321	1	324	8.78e-48	164
seq428|EC=1.1.1.329	iCN900.CD630_23240	31.1	344	232	5	1	341	1	342	1.44e-46	161
seq433|EC=1.1.1.330	iCHOv1.100751291	62.0	295	107	2	9	301	11	302	9.31e-122	363
seq484|EC=1.1.1.331	iEK1008.Rv1928c	36.6	254	148	7	14	263	9	253	2.50e-36	129
seq484|EC=1.1.1.331	iCN900.CD630_11820	35.1	251	151	7	14	261	4	245	4.24e-36	129
seq484|EC=1.1.1.331	iLJ478.TM1724	31.2	253	159	5	13	261	2	243	1.65e-34	124
seq484|EC=1.1.1.331	iCN900.CD630_26790	32.5	265	154	8	14	263	2	256	9.09e-33	120
seq484|EC=1.1.1.331	iCHOv1.100766065	34.1	252	155	4	13	263	3	244	1.84e-32	119
seq489|EC=1.1.1.333	iEK1008.Rv3791	100	254	0	0	1	254	1	254	8.37e-177	486
seq494|EC=1.1.1.338	iJN1463.PP_3591	38.7	305	182	4	5	305	3	306	1.85e-57	188
seq499|EC=1.1.1.339	iYO844.BSU30870	25.8	221	149	6	1	207	1	220	2.33e-10	59.7
seq499|EC=1.1.1.339	iLJ478.TM0509	25.3	249	158	11	1	230	1	240	3.04e-10	59.3
seq499|EC=1.1.1.339	iAF987.Gmet_1486	24.8	266	170	10	1	239	1	263	2.11e-08	53.9
seq504|EC=1.1.1.341	STM_v1_0.STM2089	23.7	274	195	8	3	266	8	277	2.32e-13	68.6
seq509|EC=1.1.1.342	STM_v1_0.STM2089	27.4	292	189	10	3	274	8	296	1.27e-30	115
seq514|EC=1.1.1.344	STM_v1_0.STM0776	28.7	338	204	12	10	316	2	333	9.50e-11	61.6
seq519|EC=1.1.1.348	iMM1415.18194	28.3	258	143	12	5	250	25	252	1.01e-12	67.8
seq519|EC=1.1.1.348	iEK1008.Rv1106c	30.8	260	142	13	6	251	15	250	1.05e-12	67.8
seq519|EC=1.1.1.348	iMM904.YOL151W	25.5	345	226	10	8	326	3	342	1.66e-12	67.0
seq519|EC=1.1.1.348	iAF692.Mbar_A1144	29.6	247	144	11	7	244	2	227	8.15e-11	61.6
seq519|EC=1.1.1.348	iCHOv1.100764429	26.9	290	164	15	5	276	21	280	1.48e-10	61.2
seq530|EC=1.1.1.349	iYL1228.KPN_01091	25.2	246	157	9	24	266	9	230	2.17e-06	47.4
seq530|EC=1.1.1.349	STM_v1_0.STM1195	26.1	249	151	10	24	266	9	230	5.28e-06	46.2
seq530|EC=1.1.1.349	iYO844.BSU15910	26.1	241	159	8	22	261	6	228	9.65e-06	45.4
seq530|EC=1.1.1.349	iAF987.Gmet_1601	26.6	199	125	8	24	217	9	191	3.14e-05	43.9
seq535|EC=1.1.1.352	iEK1008.Rv1144	28.3	254	157	8	18	268	8	239	3.87e-14	70.5
seq541|EC=1.1.1.353	iYO844.BSU39780	28.9	332	208	8	1	330	1	306	1.18e-35	131
seq541|EC=1.1.1.353	iYO844.BSU09530	28.5	298	185	7	1	296	1	272	1.37e-30	118
seq558|EC=1.1.1.356	iIT341.HP0045	48.0	302	154	2	3	302	5	305	3.38e-97	288
seq563|EC=1.1.1.360	iCHOv1.100756617	29.9	174	97	7	16	188	24	173	1.14e-09	58.9
seq563|EC=1.1.1.360	iCHOv1.100760081	26.1	176	101	5	16	188	24	173	3.60e-09	57.4
seq563|EC=1.1.1.360	iAT_PLT_636.125	35.4	99	57	2	16	113	24	116	3.60e-09	57.4
seq563|EC=1.1.1.360	iYS854.USA300HOU_RS00275	29.1	141	92	3	14	153	23	156	3.60e-09	57.4
